2.74	 3.83
-1.55	 -6.31
-11.54	 -4.83
4.58	 3.84
-3.69	 -8.41
-2.48	 -10.49
4.03	 5.22
-2.36	 -9.90
-8.26	 -3.20
-9.60	 -2.42
-2.26	 -8.95
2.54	 3.45
-3.80	 -10.00
-1.35	 -4.06
2.77	 3.91
-1.98	 -11.03
2.19	 2.18
-12.04	 -3.94
-1.34	 -5.76
-1.36	 -8.57
4.03	 2.43
-2.47	 -8.64
-9.99	 -6.09
-10.62	 -4.53
-10.43	 -4.33
-1.94	 -5.58
-2.53	 -8.85
2.88	 5.90
2.80	 3.58
-2.10	 -9.21
-10.88	 -5.74
-10.34	 -3.33
-3.81	 -5.61
-8.03	 -6.38
-0.92	 -6.87
-2.39	 -3.51
-2.00	 -9.43
-9.47	 -4.55
-9.00	 -6.01
-2.69	 -8.73
-1.33	 -9.08
3.78	 4.57
-9.58	 -3.30
-1.22	 -10.95
-8.48	 -3.65
-1.60	 -10.23
0.74	 4.61
0.42	 -4.58
3.19	 3.58
-1.46	 -5.72
-10.68	 -5.29
-3.21	 -9.12
-3.02	 -7.74
-11.03	 -5.27
-2.94	 -8.26
-2.62	 -6.29
-0.40	 -9.01
-11.81	 -6.11
-10.03	 -5.48
5.13	 4.22
-4.22	 -9.44
-2.01	 -9.56
-1.81	 -5.85
-1.27	 -6.06
-2.83	 -9.47
2.55	 2.56
3.27	 3.65
-2.15	 -4.91
-3.00	 -10.06
-8.83	 -4.97
-3.06	 -4.15
-9.11	 -4.57
-11.05	 -4.62
3.63	 4.96
2.06	 4.10
-3.73	 -9.44
-1.04	 -6.32
-8.88	 -3.06
-4.16	 -11.18
-12.40	 -3.43
-3.11	 -6.57
-9.89	 -3.66
4.43	 3.06
-2.81	 -7.58
-0.69	 -6.57
-0.41	 -6.67
4.98	 5.85
2.53	 3.43
-2.89	 -7.40
4.05	 3.94
-1.16	 -6.42
-3.07	 -9.08
-9.59	 -4.47
-2.44	 -5.90
-1.07	 -5.90
-0.94	 -4.43
-2.01	 -10.95
-9.80	 -4.78
-10.36	 -4.97
-3.56	 -7.53
2.67	 6.05
-10.14	 -2.52
-9.65	 -6.22
-2.49	 -8.97
-3.44	 -7.78
-2.31	 -7.95
4.23	 4.46
-2.82	 -5.43
1.77	 3.98
-11.32	 -3.85
1.73	 3.62
-1.63	 -6.36
-10.53	 -4.92
-2.85	 -9.56
-2.32	 -7.65
-2.85	 -8.74
-1.99	 -5.19
-10.70	 -2.43
2.81	 4.83
-2.27	 -5.76
-3.24	 -8.95
4.11	 5.52
2.15	 3.83
-0.55	 -6.83
-3.64	 -8.70
-2.33	 -9.05
-10.51	 -5.90
-9.21	 -4.87
-0.10	 -6.23
-10.45	 -2.85
-3.28	 -9.94
-1.22	 -6.26
-10.54	 -5.07
-0.68	 -9.71
-0.93	 -5.89
3.24	 4.27
3.09	 3.91
-2.65	 -9.96
-9.32	 -4.24
0.23	 -5.65
-2.68	 -7.28
-1.41	 -7.84
4.62	 4.67
1.49	 6.26
-2.04	 -5.89
-2.25	 -8.20
-2.97	 -9.02
-7.85	 -5.95
-1.71	 -7.74
-2.87	 -5.10
-3.52	 -5.17
-2.09	 -8.15
-0.97	 -5.80
-1.27	 -3.72
-3.20	 -8.97
-10.73	 -4.00
-8.70	 -4.15
-10.45	 -2.83
-2.58	 -6.73
3.34	 3.29
-12.11	 -3.89
3.18	 5.74
-2.14	 -5.52
3.77	 5.59
3.87	 3.35
3.47	 4.45
3.09	 3.91
-2.54	 -9.47
-9.38	 -5.51
-2.55	 -8.02
3.69	 4.37
-2.06	 -9.52
-0.59	 -8.26
-9.16	 -3.46
-0.02	 -6.07
2.84	 4.51
-7.77	 -4.98
-2.98	 -6.04
3.45	 4.58
-0.56	 -4.65
-2.58	 -7.11
-9.26	 -5.60
-8.43	 -3.49
3.28	 3.13
2.00	 3.88
3.62	 3.19
-2.53	 -4.31
-3.58	 -5.54
4.13	 3.35
-4.14	 -8.44
-2.82	 -5.24
3.13	 4.85
-8.33	 -4.53
-2.07	 -8.55
2.85	 4.82
-3.30	 -8.40
-10.74	 -5.87
4.86	 3.44
0.53	 -8.82
-3.34	 -7.98
-2.37	 -8.52
-3.39	 -6.35
-1.26	 -4.75
-5.18	 -9.70
-1.21	 -4.53
-2.44	 -7.52
-3.87	 -5.97
-9.95	 -4.24
-1.45	 -6.02
-10.10	 -4.74
2.53	 3.94
-2.75	 -9.95
-10.34	 -5.62
-2.28	 -6.53
-8.81	 -4.43
3.11	 5.81
-1.76	 -10.15
-1.89	 -10.95
1.92	 5.09
-9.97	 -5.08
-11.00	 -4.59
-0.27	 -5.28
2.04	 5.54
2.96	 5.30
-10.38	 -4.20
-1.45	 -6.35
3.52	 5.03
-1.15	 -8.94
-2.09	 -3.88
2.41	 3.10
2.74	 6.12
-9.50	 -5.59
-0.31	 -6.97
-7.87	 -4.87
-0.74	 -6.01
-2.27	 -9.97
-4.30	 -8.04
1.30	 4.62
-11.42	 -4.19
2.99	 4.77
-10.34	 -4.02
-0.44	 -7.32
3.40	 4.56
-2.29	 -9.57
0.04	 -5.23
4.42	 2.06
-2.38	 -5.34
2.96	 4.72
-9.31	 -5.34
0.05	 -3.91
3.80	 3.56
-8.52	 -6.77
-3.38	 -5.98
2.11	 4.94
-10.42	 -4.47
-9.28	 -5.60
-9.97	 -5.62
1.41	 2.65
3.50	 4.84
4.64	 3.64
3.79	 5.26
-1.30	 -4.79
-8.19	 -4.43
4.59	 5.05
-3.82	 -10.01
2.85	 3.71
-2.12	 -3.99
-1.78	 -10.17
-9.17	 -4.86
-0.28	 -4.23
-0.62	 -7.14
-11.23	 -5.31
0.63	 2.55
-0.98	 -6.22
-9.40	 -4.44
-1.43	 -9.22
-10.31	 -3.88
-8.61	 -4.40
-1.91	 -4.75
-1.88	 -9.20
4.92	 4.25
-2.97	 -5.65
-8.38	 -4.44
-3.01	 -8.98
-10.11	 -4.09
2.44	 4.84
3.84	 3.54
-1.08	 -9.04
-2.78	 -4.43
-2.00	 -7.06
3.97	 5.15
-1.94	 -10.04
-2.59	 -10.27
-1.57	 -9.16
-3.30	 -8.13
-1.61	 -9.05
2.81	 3.99
-9.74	 -4.37
2.84	 3.89
3.74	 5.99
-10.49	 -3.98
-0.87	 -8.15
-10.70	 -4.47
2.36	 4.34
-9.73	 -5.48
1.23	 5.36
2.48	 2.96
-1.61	 -6.27
-3.23	 -10.24
-10.85	 -6.07
-1.80	 -5.68
-0.96	 -10.44
-9.94	 -4.90
-1.41	 -5.81
-8.99	 -4.87
-3.60	 -5.28
-0.17	 -5.01
-9.59	 -4.10
-2.36	 -4.70
1.95	 3.65
-9.60	 -5.50
4.05	 4.97
-7.91	 -5.26
4.57	 4.10
-2.04	 -9.95
-10.26	 -5.25
-3.55	 -5.16
-11.87	 -4.16
2.90	 4.83
-10.94	 -4.46
-7.21	 -5.12
-2.51	 -8.06
-2.36	 -10.21
-2.64	 -7.21
-1.65	 -9.51
-9.47	 -4.83
0.22	 -6.10
-2.69	 -9.40
-10.68	 -2.31
3.15	 4.07
3.55	 5.11
-1.08	 -4.99
-7.92	 -5.03
-2.72	 -8.31
-3.06	 -10.60
2.15	 3.66
-8.67	 -4.33
-9.47	 -3.17
-2.61	 -8.65
-1.75	 -7.01
-1.37	 -7.42
-1.17	 -4.31
2.64	 5.35
2.83	 3.29
3.16	 5.43
4.60	 3.99
-9.75	 -5.81
-11.92	 -3.26
-10.85	 -4.94
4.22	 5.21
-2.85	 -4.37
3.11	 5.09
-1.41	 -6.19
-11.79	 -4.91
-1.69	 -8.40
-2.80	 -10.13
-1.84	 -6.39
-1.38	 -9.16
-0.36	 -4.40
-2.33	 -8.02
-2.00	 -9.78
-9.35	 -4.91
1.92	 5.02
-0.11	 -7.06
3.83	 4.17
1.90	 5.23
-3.19	 -7.05
-10.51	 -7.47
-2.47	 -6.62
2.28	 3.90
-10.87	 -4.26
-3.32	 -9.49
-0.97	 -11.01
-1.89	 -9.06
-9.55	 -4.44
-2.56	 -9.80
-2.04	 -6.35
-1.28	 -6.12
-9.11	 -5.57
3.90	 4.18
5.12	 3.18
3.88	 5.06
3.77	 5.94
-3.52	 -8.83
-10.22	 -4.76
3.40	 4.35
-2.32	 -9.83
3.68	 3.89
-2.50	 -5.58
-2.84	 -5.88
-0.92	 -6.82
4.36	 5.25
-1.74	 -6.42
-2.16	 -9.87
4.75	 6.17
-1.81	 -8.81
0.09	 -4.85
-2.35	 -6.31
-1.60	 -4.79
3.32	 6.44
-1.79	 -10.27
4.30	 4.94
-3.02	 -8.98
-9.33	 -3.47
-10.80	 -6.86
-1.31	 -9.07
-3.54	 -9.18
-9.78	 -3.64
-10.23	 -3.64
-9.75	 -4.74
-2.73	 -4.64
-3.47	 -10.14
-2.48	 -6.13
-9.83	 -5.46
3.47	 3.89
2.89	 4.35
-1.94	 -11.09
-2.46	 -10.73
-3.41	 -11.73
-2.69	 -3.58
-9.28	 -4.63
2.97	 5.61
-2.97	 -7.02
2.84	 5.44
-1.95	 -6.65
3.48	 4.12
-11.35	 -5.19
-2.04	 -5.70
-10.18	 -2.64
-1.23	 -5.33
-9.61	 -4.01
-1.69	 -9.11
-2.80	 -5.18
-2.64	 -9.91
2.28	 3.81
-0.62	 -10.83
-11.87	 -6.47
1.89	 4.08
-9.73	 -4.09
-8.04	 -5.15
-1.86	 -3.94
-1.77	 -9.00
-1.92	 -5.44
-0.49	 -10.30
-8.64	 -3.87
-2.75	 -4.86
-3.41	 -9.61
-1.38	 -6.39
-1.80	 -10.13
2.35	 3.38
-2.84	 -6.35
-3.24	 -8.63
1.79	 4.24
-1.80	 -8.96
4.21	 3.05
1.21	 4.03
-7.27	 -4.88
5.47	 3.83
-10.94	 -3.79
-8.24	 -5.28
-9.84	 -4.09
-10.96	 -4.17
3.58	 3.05
-3.62	 -9.36
3.34	 5.15
-3.72	 -6.40
-4.72	 -10.36
-1.23	 -10.76
3.26	 4.11
2.44	 3.48
-2.30	 -5.72
-1.28	 -4.98
-2.72	 -10.64
-3.31	 -8.48
-2.06	 -5.43
3.23	 5.63
-2.34	 -9.38
-3.04	 -3.78
-2.02	 -8.80
3.84	 3.96
3.36	 5.22
-0.37	 -4.50
3.63	 4.72
-1.75	 -5.05
-1.52	 -9.81
-3.17	 -11.35
3.24	 4.16
-0.07	 -5.73
5.00	 3.81
-2.16	 -3.53
-1.82	 -5.48
1.71	 4.82
3.14	 3.44
-1.02	 -4.27
-10.75	 -4.83
-2.05	 -6.13
-2.50	 -5.13
-1.89	 -9.99
-8.13	 -3.59
-2.55	 -11.07
3.34	 2.95
-9.53	 -5.41
2.51	 3.00
-2.14	 -5.73
3.88	 4.31
-10.92	 -5.66
2.74	 3.88
-3.77	 -7.02
-9.57	 -5.43
-0.32	 -3.97
4.14	 3.09
-2.46	 -9.09
-2.48	 -10.22
-1.46	 -6.03
-10.82	 -4.11
-1.49	 -9.82
-2.79	 -5.45
-10.72	 -3.31
-0.99	 -5.93
-1.82	 -5.84
-2.31	 -5.95
1.59	 6.65
-0.30	 -5.30
3.71	 4.79
-9.82	 -4.27
-10.57	 -5.10
3.58	 5.60
2.26	 5.72
-2.26	 -9.28
-9.70	 -4.17
-0.55	 -5.95
3.20	 4.81
-9.89	 -3.77
-10.17	 -4.11
-1.23	 -9.91
-0.76	 -5.65
2.06	 5.04
-3.08	 -10.97
-9.26	 -5.37
-1.67	 -9.72
4.00	 3.78
-1.75	 -4.54
4.71	 3.59
2.50	 3.68
-2.18	 -4.79
-10.68	 -6.11
-1.74	 -4.42
-3.73	 -9.72
-1.65	 -6.16
-11.10	 -5.65
-0.53	 -6.12
-0.52	 -3.77
-7.61	 -6.34
-3.08	 -8.21
-2.39	 -4.58
-10.05	 -3.62
-10.18	 -5.81
-1.46	 -9.88
-1.44	 -9.19
-1.43	 -6.01
-1.49	 -4.61
-1.43	 -9.25
-10.48	 -2.26
4.03	 3.64
-3.73	 -3.70
-0.88	 -5.40
-2.43	 -5.66
-3.05	 -10.49
-10.22	 -4.45
3.32	 5.23
-0.45	 -5.73
-1.76	 -6.03
2.68	 4.04
-10.38	 -6.25
3.66	 4.20
3.54	 3.24
4.17	 5.82
-2.96	 -7.35
-9.68	 -2.87
-1.96	 -4.15
-2.05	 -6.18
4.71	 5.94
3.39	 5.84
-8.11	 -4.22
-10.21	 -3.78
3.98	 5.67
-0.65	 -8.37
-9.89	 -4.42
-9.69	 -3.76
3.12	 2.72
-1.08	 -9.31
-2.45	 -8.55
3.38	 4.64
-10.56	 -5.24
-1.81	 -9.77
-9.98	 -5.39
-0.81	 -6.41
2.49	 4.67
-2.76	 -4.18
1.14	 5.87
-1.64	 -8.67
4.08	 5.62
-3.43	 -8.92
-1.50	 -6.12
-9.02	 -5.61
4.09	 4.63
3.70	 4.51
4.01	 3.64
3.93	 5.50
-8.71	 -5.91
-9.09	 -2.61
-2.07	 -9.15
-2.22	 -5.57
-4.62	 -8.70
0.73	 -6.52
-3.13	 -4.23
-7.72	 -4.67
4.51	 3.67
-9.94	 -2.69
3.48	 4.41
-0.85	 -5.67
-9.68	 -3.38
-8.84	 -2.73
-1.88	 -6.10
-1.60	 -4.33
-10.22	 -3.92
-2.30	 -9.03
3.75	 4.86
-10.14	 -4.27
-1.87	 -8.64
-9.81	 -4.88
-3.54	 -8.05
3.35	 2.70
-3.15	 -9.11
-10.55	 -4.47
-2.10	 -3.37
-1.30	 -6.44
-3.09	 -8.55
-1.34	 -5.31
-1.44	 -7.35
-1.99	 -4.06
-9.98	 -5.71
2.27	 4.53
-2.24	 -6.82
-10.25	 -4.72
-1.18	 -10.56
-2.04	 -12.24
2.78	 4.21
2.69	 5.06
-1.42	 -6.46
-2.87	 -4.82
2.82	 6.33
-10.11	 -5.02
-10.12	 -5.46
-2.10	 -10.11
4.30	 4.16
-2.43	 -6.50
-1.03	 -6.57
3.94	 6.18
-0.22	 -5.05
-9.45	 -3.14
-3.63	 -10.01
-1.68	 -5.77
-4.09	 -6.54
1.78	 5.65
-9.65	 -4.55
-1.76	 -9.24
-3.58	 -10.31
-0.74	 -6.66
-2.76	 -10.02
3.81	 5.97
-1.16	 -7.02
-0.91	 -8.24
-2.41	 -6.94
-3.16	 -8.57
3.31	 5.69
-3.01	 -4.48
-2.75	 -7.85
-1.66	 -10.36
-3.88	 -10.15
-4.12	 -8.82
-7.93	 -5.75
-2.33	 -4.38
-8.16	 -4.72
3.68	 5.23
-10.51	 -5.04
-3.08	 -5.07
0.24	 -5.28
-2.04	 -9.57
-9.46	 -4.16
-9.75	 -5.56
-2.68	 -9.41
2.84	 3.71
-2.30	 -8.70
-8.26	 -3.55
-3.35	 -8.66
-1.44	 -7.29
-1.57	 -6.65
-1.74	 -9.34
-1.93	 -5.58
-2.73	 -8.45
3.03	 4.18
-3.10	 -12.20
2.22	 4.35
-1.75	 -5.27
-1.85	 -5.09
-2.05	 -9.69
2.76	 5.39
-9.14	 -4.90
-2.48	 -6.74
-10.45	 -3.06
-1.62	 -4.68
1.50	 6.46
-10.02	 -5.61
2.75	 4.28
-3.17	 -9.60
2.79	 5.17
-2.30	 -10.64
2.50	 4.33
-9.00	 -4.61
-10.97	 -4.31
-9.92	 -4.49
-2.73	 -4.80
3.15	 5.71
3.48	 5.83
-9.72	 -4.56
-10.33	 -4.60
-1.35	 -9.40
3.06	 3.34
-2.98	 -10.70
-11.12	 -6.42
-0.48	 -4.43
-4.78	 -9.72
-1.99	 -5.85
-3.14	 -4.59
-1.99	 -10.86
-1.97	 -5.31
5.05	 5.16
-2.38	 -10.68
-10.80	 -5.40
3.50	 3.67
-2.16	 -8.03
-9.04	 -3.47
-3.28	 -8.71
-2.95	 -5.89
-2.11	 -6.11
-3.09	 -10.20
-9.57	 -5.67
3.12	 3.16
-9.02	 -4.04
-2.79	 -7.18
-9.25	 -6.57
-4.07	 -6.92
4.22	 6.18
2.46	 4.39
-2.67	 -5.78
3.55	 3.63
-11.24	 -3.61
-2.88	 -4.73
3.63	 5.51
-1.87	 -7.22
-10.14	 -4.71
-8.41	 -4.94
2.79	 4.09
2.73	 3.05
3.48	 4.99
-1.16	 -5.08
-9.01	 -3.10
-3.10	 -9.41
-8.22	 -4.50
2.64	 3.69
-9.34	 -5.88
-8.11	 -5.13
-1.12	 -4.13
-2.43	 -10.87
-3.48	 -5.82
-2.28	 -6.37
-2.75	 -8.18
-9.92	 -3.70
-2.54	 -11.31
-1.52	 -7.37
2.87	 4.21
-9.42	 -5.31
-2.68	 -4.76
1.40	 3.99
3.18	 3.99
-2.53	 -10.88
-2.12	 -10.32
-1.22	 -9.38
3.87	 4.25
-3.14	 -9.51
2.77	 4.18
-3.09	 -9.23
-2.44	 -5.48
3.01	 4.44
5.36	 5.71
3.69	 4.37
-8.71	 -5.12
-8.52	 -3.44
-1.88	 -5.43
-1.03	 -4.78
-0.81	 -9.68
-9.77	 -4.57
-10.86	 -2.88
-12.05	 -5.51
-9.19	 -5.09
4.31	 3.16
-1.96	 -6.40
-2.27	 -8.65
-9.14	 -4.46
-2.49	 -4.91
-0.92	 -5.97
-2.85	 -9.69
2.81	 6.61
3.82	 5.77
1.93	 3.54
-11.50	 -5.62
-3.63	 -9.93
-2.20	 -8.18
-10.73	 -4.75
-8.29	 -2.92
-10.87	 -2.28
-2.52	 -5.83
-3.78	 -10.28
4.46	 4.54
3.67	 4.68
4.55	 4.40
-2.00	 -3.47
2.46	 4.75
2.49	 3.99
-10.01	 -3.68
3.68	 2.77
-1.30	 -6.69
-2.89	 -5.78
-2.74	 -7.66
2.50	 4.83
-3.42	 -9.62
4.41	 6.85
-1.49	 -8.82
-8.36	 -2.58
3.47	 1.66
-2.39	 -5.48
-9.00	 -4.41
-2.65	 -6.27
-10.05	 -3.35
-2.38	 -5.28
-0.88	 -9.68
4.45	 3.27
3.88	 5.08
-2.05	 -9.73
-1.95	 -4.32
-2.52	 -7.40
-2.17	 -9.40
-9.70	 -6.20
-2.93	 -8.20
-2.59	 -9.97
-4.06	 -9.74
3.30	 4.16
-8.93	 -4.09
-2.41	 -8.55
-2.93	 -7.37
-11.00	 -6.94
-2.45	 -9.26
-9.85	 -5.98
2.84	 4.79
1.93	 4.61
-2.73	 -9.41
-10.09	 -4.29
3.51	 5.23
-9.05	 -3.37
-0.93	 -8.42
1.82	 6.14
2.45	 6.22
-9.66	 -3.44
-2.97	 -10.14
3.53	 3.31
-2.59	 -6.69
4.98	 2.85
-2.42	 -10.45
-0.63	 -6.16
-8.62	 -4.65
-10.28	 -4.50
-2.99	 -5.82
-2.04	 -9.53
-2.28	 -9.13
-10.70	 -2.39
-2.16	 -6.29
-9.91	 -4.59
-1.82	 -4.81
4.95	 4.58
-2.78	 -8.48
3.82	 4.42
-1.33	 -6.74
4.48	 3.68
-0.98	 -8.53
-3.04	 -8.55
-0.07	 -6.09
-2.49	 -6.24
-9.85	 -4.92
-9.71	 -4.73
-9.93	 -3.26
-1.44	 -5.69
3.75	 4.79
-0.19	 -4.26
-0.72	 -6.08
4.56	 3.64
-1.99	 -5.49
3.03	 3.18
-2.07	 -9.96
-3.54	 -10.46
-10.00	 -3.71
-8.59	 -5.85
-2.02	 -9.49
-3.29	 -10.89
-3.30	 -9.22
-1.89	 -9.28
-1.30	 -9.39
-1.82	 -7.95
-0.24	 -4.32
-10.41	 -2.52
3.10	 3.93
-8.50	 -4.99
-2.66	 -10.05
-4.59	 -8.49
-1.14	 -5.53
-10.29	 -6.04
-2.93	 -6.71
-4.49	 -8.17
-11.39	 -6.24
-3.52	 -4.67
-9.99	 -6.00
-9.02	 -5.28
-9.73	 -7.61
-1.63	 -8.95
-1.72	 -4.86
-2.46	 -9.74
-2.22	 -5.26
-9.53	 -5.55
-3.40	 -10.47
-8.60	 -4.60
-1.94	 -9.28
-9.82	 -4.58
-0.76	 -8.95
-8.91	 -5.82
-2.01	 -6.36
-9.36	 -4.35
-1.94	 -11.03
-10.32	 -5.44
-7.94	 -3.88
2.40	 5.72
-9.52	 -5.20
-1.54	 -6.91
-0.69	 -6.26
-8.21	 -3.71
4.01	 4.21
-9.87	 -4.96
-1.74	 -4.96
5.31	 4.28
-2.90	 -9.30
-9.69	 -3.54
-9.24	 -4.21
-3.38	 -8.76
3.70	 4.12
2.79	 4.65
-9.22	 -4.89
-1.83	 -5.76
-2.82	 -9.01
-2.86	 -10.22
2.43	 4.46
-2.90	 -6.44
-2.57	 -5.88
-2.83	 -7.71
-1.66	 -6.33
3.62	 5.29
-3.94	 -9.85
-10.16	 -3.47
-3.32	 -6.13
-11.94	 -2.71
1.87	 3.90
-8.81	 -4.82
-1.80	 -4.75
2.74	 3.91
2.23	 5.02
4.43	 5.31
-11.13	 -5.32
-1.31	 -11.30
3.68	 5.30
-3.49	 -4.45
3.63	 5.81
-1.96	 -8.25
